이름,위도,경도,구,최근역,백명점장르,최신연도,타베로그점수,리뷰수,타베로그,구글지도
ヒルサイドパントリー 代官山,35.648725,139.70012,시부야구,代官山駅,빵,2026,3.75,1044,https://tabelog.com/tokyo/A1303/A130303/13002071/,https://www.google.com/maps/search/?api=1&query=%E3%83%92%E3%83%AB%E3%82%B5%E3%82%A4%E3%83%89%E3%83%91%E3%83%B3%E3%83%88%E3%83%AA%E3%83%BC%20%E4%BB%A3%E5%AE%98%E5%B1%B1%20%E4%BB%A3%E5%AE%98%E5%B1%B1%E9%A7%85
ブーランジェリー セイジアサクラ,35.636013,139.733333,미나토구,高輪台駅,빵,2026,3.81,1305,https://tabelog.com/tokyo/A1316/A131603/13055881/,https://www.google.com/maps/search/?api=1&query=%E3%83%96%E3%83%BC%E3%83%A9%E3%83%B3%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%BC%20%E3%82%BB%E3%82%A4%E3%82%B8%E3%82%A2%E3%82%B5%E3%82%AF%E3%83%A9%20%E9%AB%98%E8%BC%AA%E5%8F%B0%E9%A7%85
Bread&amp;Coffee IKEDAYAMA 本店,35.628808,139.72522,시나가와구,五反田駅,빵,2026,3.7,1015,https://tabelog.com/tokyo/A1316/A131603/13192503/,https://www.google.com/maps/search/?api=1&query=Bread%26amp%3BCoffee%20IKEDAYAMA%20%E6%9C%AC%E5%BA%97%20%E4%BA%94%E5%8F%8D%E7%94%B0%E9%A7%85
ジュウニブンベーカリー 新宿店,35.690783,139.699582,신주쿠구,新宿駅,빵,2026,3.76,1551,https://tabelog.com/tokyo/A1304/A130401/13220673/,https://www.google.com/maps/search/?api=1&query=%E3%82%B8%E3%83%A5%E3%82%A6%E3%83%8B%E3%83%96%E3%83%B3%E3%83%99%E3%83%BC%E3%82%AB%E3%83%AA%E3%83%BC%20%E6%96%B0%E5%AE%BF%E5%BA%97%20%E6%96%B0%E5%AE%BF%E9%A7%85
みんなのぱんや,35.678779,139.765062,지요다구,東京駅,빵,2026,3.73,1091,https://tabelog.com/tokyo/A1302/A130201/13020387/,https://www.google.com/maps/search/?api=1&query=%E3%81%BF%E3%82%93%E3%81%AA%E3%81%AE%E3%81%B1%E3%82%93%E3%82%84%20%E6%9D%B1%E4%BA%AC%E9%A7%85
ル パン ドゥ ジョエル・ロブション 渋谷ヒカリエShinQs店,35.659066,139.703326,시부야구,渋谷駅,빵,2026,3.79,1769,https://tabelog.com/tokyo/A1303/A130301/13140263/,https://www.google.com/maps/search/?api=1&query=%E3%83%AB%20%E3%83%91%E3%83%B3%20%E3%83%89%E3%82%A5%20%E3%82%B8%E3%83%A7%E3%82%A8%E3%83%AB%E3%83%BB%E3%83%AD%E3%83%96%E3%82%B7%E3%83%A7%E3%83%B3%20%E6%B8%8B%E8%B0%B7%E3%83%92%E3%82%AB%E3%83%AA%E3%82%A8ShinQs%E5%BA%97%20%E6%B8%8B%E8%B0%B7%E9%A7%85
ブーランジェリー&amp;カフェ マンマーノ,35.670209,139.681347,시부야구,代々木上原駅,빵,2026,3.75,1428,https://tabelog.com/tokyo/A1318/A131811/13059417/,https://www.google.com/maps/search/?api=1&query=%E3%83%96%E3%83%BC%E3%83%A9%E3%83%B3%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%BC%26amp%3B%E3%82%AB%E3%83%95%E3%82%A7%20%E3%83%9E%E3%83%B3%E3%83%9E%E3%83%BC%E3%83%8E%20%E4%BB%A3%E3%80%85%E6%9C%A8%E4%B8%8A%E5%8E%9F%E9%A7%85
パン工房 ブランジェリーケン,35.771161,139.645577,이타바시구,下赤塚駅,빵,2026,3.73,941,https://tabelog.com/tokyo/A1322/A132204/13046260/,https://www.google.com/maps/search/?api=1&query=%E3%83%91%E3%83%B3%E5%B7%A5%E6%88%BF%20%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%BC%E3%82%B1%E3%83%B3%20%E4%B8%8B%E8%B5%A4%E5%A1%9A%E9%A7%85
ル パン ドゥ ジョエル･ロブション ニュウマン新宿店,35.689029,139.701911,시부야구,新宿駅,빵,2026,3.78,1959,https://tabelog.com/tokyo/A1304/A130401/13193559/,https://www.google.com/maps/search/?api=1&query=%E3%83%AB%20%E3%83%91%E3%83%B3%20%E3%83%89%E3%82%A5%20%E3%82%B8%E3%83%A7%E3%82%A8%E3%83%AB%EF%BD%A5%E3%83%AD%E3%83%96%E3%82%B7%E3%83%A7%E3%83%B3%20%E3%83%8B%E3%83%A5%E3%82%A6%E3%83%9E%E3%83%B3%E6%96%B0%E5%AE%BF%E5%BA%97%20%E6%96%B0%E5%AE%BF%E9%A7%85
イトキト,35.610117,139.685058,오타구,大岡山駅,빵,2026,3.76,668,https://tabelog.com/tokyo/A1317/A131711/13048404/,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%83%88%E3%82%AD%E3%83%88%20%E5%A4%A7%E5%B2%A1%E5%B1%B1%E9%A7%85
グリオット,35.628758,139.663321,메구로구,駒沢大学駅,빵,2026,3.71,553,https://tabelog.com/tokyo/A1317/A131707/13149820/,https://www.google.com/maps/search/?api=1&query=%E3%82%B0%E3%83%AA%E3%82%AA%E3%83%83%E3%83%88%20%E9%A7%92%E6%B2%A2%E5%A4%A7%E5%AD%A6%E9%A7%85
DONSUKE BAKERY,35.698417,139.710945,신주쿠구,東新宿駅,빵,2026,3.74,706,https://tabelog.com/tokyo/A1304/A130401/13020179/,https://www.google.com/maps/search/?api=1&query=DONSUKE%20BAKERY%20%E6%9D%B1%E6%96%B0%E5%AE%BF%E9%A7%85
ショーマッカー,35.611085,139.684607,오타구,大岡山駅,빵,2026,3.73,523,https://tabelog.com/tokyo/A1317/A131711/13045113/,https://www.google.com/maps/search/?api=1&query=%E3%82%B7%E3%83%A7%E3%83%BC%E3%83%9E%E3%83%83%E3%82%AB%E3%83%BC%20%E5%A4%A7%E5%B2%A1%E5%B1%B1%E9%A7%85
AOSAN 仙川店,35.660622,139.582984,調布구,仙川駅,빵,2026,3.77,803,https://tabelog.com/tokyo/A1326/A132601/13047751/,https://www.google.com/maps/search/?api=1&query=AOSAN%20%E4%BB%99%E5%B7%9D%E5%BA%97%20%E4%BB%99%E5%B7%9D%E9%A7%85
粉花,35.716887,139.79778,다이토구,浅草（つくばＥＸＰ）駅,빵,2026,3.74,641,https://tabelog.com/tokyo/A1311/A131102/13057726/,https://www.google.com/maps/search/?api=1&query=%E7%B2%89%E8%8A%B1%20%E6%B5%85%E8%8D%89%EF%BC%88%E3%81%A4%E3%81%8F%E3%81%B0%EF%BC%A5%EF%BC%B8%EF%BC%B0%EF%BC%89%E9%A7%85
Boulangerie S.Igarashi,35.673783,139.805354,고토구,木場駅,빵,2026,3.7,596,https://tabelog.com/tokyo/A1313/A131303/13266760/,https://www.google.com/maps/search/?api=1&query=Boulangerie%20S.Igarashi%20%E6%9C%A8%E5%A0%B4%E9%A7%85
ポワンタージュ,35.653642,139.735635,미나토구,麻布十番駅,빵,2026,3.79,1637,https://tabelog.com/tokyo/A1307/A130702/13004566/,https://www.google.com/maps/search/?api=1&query=%E3%83%9D%E3%83%AF%E3%83%B3%E3%82%BF%E3%83%BC%E3%82%B8%E3%83%A5%20%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E9%A7%85
イエンセン,35.669972,139.687301,시부야구,代々木八幡駅,빵,2026,3.74,684,https://tabelog.com/tokyo/A1318/A131810/13007309/,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%A8%E3%83%B3%E3%82%BB%E3%83%B3%20%E4%BB%A3%E3%80%85%E6%9C%A8%E5%85%AB%E5%B9%A1%E9%A7%85
365日,35.669783,139.68957,시부야구,代々木八幡駅,빵,2026,3.7,911,https://tabelog.com/tokyo/A1318/A131810/13263836/,https://www.google.com/maps/search/?api=1&query=365%E6%97%A5%20%E4%BB%A3%E3%80%85%E6%9C%A8%E5%85%AB%E5%B9%A1%E9%A7%85
VIRON 丸の内店,35.678787,139.765118,지요다구,東京駅,빵,2026,3.85,2790,https://tabelog.com/tokyo/A1302/A130201/13043904/,https://www.google.com/maps/search/?api=1&query=VIRON%20%E4%B8%B8%E3%81%AE%E5%86%85%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%A7%85
セントル ザ・ベーカリー 青山店,35.662755,139.709254,시부야구,表参道駅,빵,2026,3.74,613,https://tabelog.com/tokyo/A1306/A130602/13227934/,https://www.google.com/maps/search/?api=1&query=%E3%82%BB%E3%83%B3%E3%83%88%E3%83%AB%20%E3%82%B6%E3%83%BB%E3%83%99%E3%83%BC%E3%82%AB%E3%83%AA%E3%83%BC%20%E9%9D%92%E5%B1%B1%E5%BA%97%20%E8%A1%A8%E5%8F%82%E9%81%93%E9%A7%85
バゲットラビット 自由が丘店,35.61153,139.67007,메구로구,自由が丘駅,빵,2026,3.74,1081,https://tabelog.com/tokyo/A1317/A131703/13217782/,https://www.google.com/maps/search/?api=1&query=%E3%83%90%E3%82%B2%E3%83%83%E3%83%88%E3%83%A9%E3%83%93%E3%83%83%E3%83%88%20%E8%87%AA%E7%94%B1%E3%81%8C%E4%B8%98%E5%BA%97%20%E8%87%AA%E7%94%B1%E3%81%8C%E4%B8%98%E9%A7%85
ポム・ド・テール,35.707337,139.595468,스기나미구,西荻窪駅,빵,2026,3.73,561,https://tabelog.com/tokyo/A1319/A131907/13009237/,https://www.google.com/maps/search/?api=1&query=%E3%83%9D%E3%83%A0%E3%83%BB%E3%83%89%E3%83%BB%E3%83%86%E3%83%BC%E3%83%AB%20%E8%A5%BF%E8%8D%BB%E7%AA%AA%E9%A7%85
ラトリエ ドゥ プレジール,35.64168,139.605707,세타가야구,祖師ケ谷大蔵駅,빵,2026,3.89,1279,https://tabelog.com/tokyo/A1318/A131814/13050412/,https://www.google.com/maps/search/?api=1&query=%E3%83%A9%E3%83%88%E3%83%AA%E3%82%A8%20%E3%83%89%E3%82%A5%20%E3%83%97%E3%83%AC%E3%82%B8%E3%83%BC%E3%83%AB%20%E7%A5%96%E5%B8%AB%E3%82%B1%E8%B0%B7%E5%A4%A7%E8%94%B5%E9%A7%85
ブリコラージュ ブレッド アンド カンパニー ベーカリー,35.659195,139.728248,미나토구,六本木駅,빵,2026,3.77,1503,https://tabelog.com/tokyo/A1307/A130701/13222794/,https://www.google.com/maps/search/?api=1&query=%E3%83%96%E3%83%AA%E3%82%B3%E3%83%A9%E3%83%BC%E3%82%B8%E3%83%A5%20%E3%83%96%E3%83%AC%E3%83%83%E3%83%89%20%E3%82%A2%E3%83%B3%E3%83%89%20%E3%82%AB%E3%83%B3%E3%83%91%E3%83%8B%E3%83%BC%20%E3%83%99%E3%83%BC%E3%82%AB%E3%83%AA%E3%83%BC%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E9%A7%85
ラ ブティック ドゥ ジョエル・ロブション 六本木ヒルズ店,35.660111,139.729386,미나토구,六本木駅,빵,2026,3.78,1284,https://tabelog.com/tokyo/A1307/A130701/13020237/,https://www.google.com/maps/search/?api=1&query=%E3%83%A9%20%E3%83%96%E3%83%86%E3%82%A3%E3%83%83%E3%82%AF%20%E3%83%89%E3%82%A5%20%E3%82%B8%E3%83%A7%E3%82%A8%E3%83%AB%E3%83%BB%E3%83%AD%E3%83%96%E3%82%B7%E3%83%A7%E3%83%B3%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E3%83%92%E3%83%AB%E3%82%BA%E5%BA%97%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E9%A7%85
Zopfカレーパン専門店 グランスタ店,35.681476,139.766606,지요다구,東京駅,빵,2026,3.73,2681,https://tabelog.com/tokyo/A1302/A130201/13236598/,https://www.google.com/maps/search/?api=1&query=Zopf%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%91%E3%83%B3%E5%B0%82%E9%96%80%E5%BA%97%20%E3%82%B0%E3%83%A9%E3%83%B3%E3%82%B9%E3%82%BF%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%A7%85
ル・ルソール,35.659183,139.682622,메구로구,駒場東大前駅,빵,2026,3.73,629,https://tabelog.com/tokyo/A1318/A131801/13268390/,https://www.google.com/maps/search/?api=1&query=%E3%83%AB%E3%83%BB%E3%83%AB%E3%82%BD%E3%83%BC%E3%83%AB%20%E9%A7%92%E5%A0%B4%E6%9D%B1%E5%A4%A7%E5%89%8D%E9%A7%85
リンデ 吉祥寺本店,35.705558,139.580643,武蔵野구,吉祥寺駅,빵,2026,3.74,1410,https://tabelog.com/tokyo/A1320/A132001/13005831/,https://www.google.com/maps/search/?api=1&query=%E3%83%AA%E3%83%B3%E3%83%87%20%E5%90%89%E7%A5%A5%E5%AF%BA%E6%9C%AC%E5%BA%97%20%E5%90%89%E7%A5%A5%E5%AF%BA%E9%A7%85
満 曙橋本店,35.692893,139.722782,신주쿠구,曙橋駅,빵,2026,3.73,823,https://tabelog.com/tokyo/A1309/A130903/13023138/,https://www.google.com/maps/search/?api=1&query=%E6%BA%80%20%E6%9B%99%E6%A9%8B%E6%9C%AC%E5%BA%97%20%E6%9B%99%E6%A9%8B%E9%A7%85
えんツコ堂 製パン,35.706375,139.596106,스기나미구,西荻窪駅,빵,2026,3.72,663,https://tabelog.com/tokyo/A1319/A131907/13060088/,https://www.google.com/maps/search/?api=1&query=%E3%81%88%E3%82%93%E3%83%84%E3%82%B3%E5%A0%82%20%E8%A3%BD%E3%83%91%E3%83%B3%20%E8%A5%BF%E8%8D%BB%E7%AA%AA%E9%A7%85
俺のBakery 恵比寿,35.643233,139.713205,시부야구,恵比寿駅,빵,2026,3.71,1443,https://tabelog.com/tokyo/A1303/A130302/13201307/,https://www.google.com/maps/search/?api=1&query=%E4%BF%BA%E3%81%AEBakery%20%E6%81%B5%E6%AF%94%E5%AF%BF%20%E6%81%B5%E6%AF%94%E5%AF%BF%E9%A7%85
まちのパーラー,35.743529,139.675333,네리마구,小竹向原駅,빵,2026,3.78,1477,https://tabelog.com/tokyo/A1321/A132101/13126515/,https://www.google.com/maps/search/?api=1&query=%E3%81%BE%E3%81%A1%E3%81%AE%E3%83%91%E3%83%BC%E3%83%A9%E3%83%BC%20%E5%B0%8F%E7%AB%B9%E5%90%91%E5%8E%9F%E9%A7%85
ブーランジェリー ボネダンヌ,35.650118,139.674405,세타가야구,三軒茶屋駅,빵,2026,3.77,730,https://tabelog.com/tokyo/A1317/A131705/13158722/,https://www.google.com/maps/search/?api=1&query=%E3%83%96%E3%83%BC%E3%83%A9%E3%83%B3%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%BC%20%E3%83%9C%E3%83%8D%E3%83%80%E3%83%B3%E3%83%8C%20%E4%B8%89%E8%BB%92%E8%8C%B6%E5%B1%8B%E9%A7%85
パンのペリカン,35.708561,139.791355,다이토구,田原町駅,빵,2026,3.79,2275,https://tabelog.com/tokyo/A1311/A131102/13003662/,https://www.google.com/maps/search/?api=1&query=%E3%83%91%E3%83%B3%E3%81%AE%E3%83%9A%E3%83%AA%E3%82%AB%E3%83%B3%20%E7%94%B0%E5%8E%9F%E7%94%BA%E9%A7%85
トラスパレンテ 学芸大学店,35.629799,139.685146,메구로구,学芸大学駅,빵,2026,3.74,820,https://tabelog.com/tokyo/A1317/A131702/13129736/,https://www.google.com/maps/search/?api=1&query=%E3%83%88%E3%83%A9%E3%82%B9%E3%83%91%E3%83%AC%E3%83%B3%E3%83%86%20%E5%AD%A6%E8%8A%B8%E5%A4%A7%E5%AD%A6%E5%BA%97%20%E5%AD%A6%E8%8A%B8%E5%A4%A7%E5%AD%A6%E9%A7%85
ジャンティーユ,35.635941,139.706025,메구로구,目黒駅,빵,2026,3.73,638,https://tabelog.com/tokyo/A1316/A131601/13044382/,https://www.google.com/maps/search/?api=1&query=%E3%82%B8%E3%83%A3%E3%83%B3%E3%83%86%E3%82%A3%E3%83%BC%E3%83%A6%20%E7%9B%AE%E9%BB%92%E9%A7%85
VIRON 渋谷店,35.660886,139.696785,시부야구,渋谷駅,빵,2026,3.83,3993,https://tabelog.com/tokyo/A1303/A130301/13004626/,https://www.google.com/maps/search/?api=1&query=VIRON%20%E6%B8%8B%E8%B0%B7%E5%BA%97%20%E6%B8%8B%E8%B0%B7%E9%A7%85
ぶーる・ぶーる・ぶらんじぇり,35.66058,139.333856,八王子구,八王子駅,빵,2026,3.74,735,https://tabelog.com/tokyo/A1329/A132904/13048885/,https://www.google.com/maps/search/?api=1&query=%E3%81%B6%E3%83%BC%E3%82%8B%E3%83%BB%E3%81%B6%E3%83%BC%E3%82%8B%E3%83%BB%E3%81%B6%E3%82%89%E3%82%93%E3%81%98%E3%81%87%E3%82%8A%20%E5%85%AB%E7%8E%8B%E5%AD%90%E9%A7%85
ヒンメル,35.606711,139.686091,오타구,大岡山駅,빵,2026,3.75,888,https://tabelog.com/tokyo/A1317/A131711/13048813/,https://www.google.com/maps/search/?api=1&query=%E3%83%92%E3%83%B3%E3%83%A1%E3%83%AB%20%E5%A4%A7%E5%B2%A1%E5%B1%B1%E9%A7%85
Think,35.722286,139.771068,다이토구,鶯谷駅,빵,2026,3.87,793,https://tabelog.com/tokyo/A1311/A131105/13283557/,https://www.google.com/maps/search/?api=1&query=Think%20%E9%B6%AF%E8%B0%B7%E9%A7%85
しかたらむかな,35.700225,139.739386,신주쿠구,牛込神楽坂駅,빵,2026,3.87,744,https://tabelog.com/tokyo/A1309/A130905/13287514/,https://www.google.com/maps/search/?api=1&query=%E3%81%97%E3%81%8B%E3%81%9F%E3%82%89%E3%82%80%E3%81%8B%E3%81%AA%20%E7%89%9B%E8%BE%BC%E7%A5%9E%E6%A5%BD%E5%9D%82%E9%A7%85
チクテベーカリー,35.607707,139.378908,八王子구,南大沢駅,빵,2026,3.75,644,https://tabelog.com/tokyo/A1329/A132904/13153557/,https://www.google.com/maps/search/?api=1&query=%E3%83%81%E3%82%AF%E3%83%86%E3%83%99%E3%83%BC%E3%82%AB%E3%83%AA%E3%83%BC%20%E5%8D%97%E5%A4%A7%E6%B2%A2%E9%A7%85
ネモ・ベーカリー＆カフェ 武蔵小山 本店,35.61926,139.702866,시나가와구,武蔵小山駅,빵,2026,3.73,1060,https://tabelog.com/tokyo/A1317/A131710/13045550/,https://www.google.com/maps/search/?api=1&query=%E3%83%8D%E3%83%A2%E3%83%BB%E3%83%99%E3%83%BC%E3%82%AB%E3%83%AA%E3%83%BC%EF%BC%86%E3%82%AB%E3%83%95%E3%82%A7%20%E6%AD%A6%E8%94%B5%E5%B0%8F%E5%B1%B1%20%E6%9C%AC%E5%BA%97%20%E6%AD%A6%E8%94%B5%E5%B0%8F%E5%B1%B1%E9%A7%85
bricolage bread &amp; co.,35.659225,139.700703,시부야구,渋谷駅,빵,2026,3.7,570,https://tabelog.com/tokyo/A1303/A130301/13261267/,https://www.google.com/maps/search/?api=1&query=bricolage%20bread%20%26amp%3B%20co.%20%E6%B8%8B%E8%B0%B7%E9%A7%85
根津のパン,35.71829,139.765418,분쿄구,根津駅,빵,2026,3.67,445,https://tabelog.com/tokyo/A1311/A131106/13225208/,https://www.google.com/maps/search/?api=1&query=%E6%A0%B9%E6%B4%A5%E3%81%AE%E3%83%91%E3%83%B3%20%E6%A0%B9%E6%B4%A5%E9%A7%85
BAKERY SASA,35.675132,139.668982,시부야구,笹塚駅,빵,2026,3.72,710,https://tabelog.com/tokyo/A1318/A131808/13036943/,https://www.google.com/maps/search/?api=1&query=BAKERY%20SASA%20%E7%AC%B9%E5%A1%9A%E9%A7%85
ラトリエ･デュ･パン,35.662327,139.731527,미나토구,六本木駅,빵,2026,3.78,2186,https://tabelog.com/tokyo/A1307/A130701/13147689/,https://www.google.com/maps/search/?api=1&query=%E3%83%A9%E3%83%88%E3%83%AA%E3%82%A8%EF%BD%A5%E3%83%87%E3%83%A5%EF%BD%A5%E3%83%91%E3%83%B3%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E9%A7%85
クニャーネの店 有楽町店,35.674483,139.763012,지요다구,有楽町駅,빵,2026,3.69,1070,https://tabelog.com/tokyo/A1301/A130102/13266003/,https://www.google.com/maps/search/?api=1&query=%E3%82%AF%E3%83%8B%E3%83%A3%E3%83%BC%E3%83%8D%E3%81%AE%E5%BA%97%20%E6%9C%89%E6%A5%BD%E7%94%BA%E5%BA%97%20%E6%9C%89%E6%A5%BD%E7%94%BA%E9%A7%85
ブーランジェリー・イアナック,35.731555,139.764538,아라카와구,西日暮里駅,빵,2026,3.76,1201,https://tabelog.com/tokyo/A1311/A131105/13048516/,https://www.google.com/maps/search/?api=1&query=%E3%83%96%E3%83%BC%E3%83%A9%E3%83%B3%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%BC%E3%83%BB%E3%82%A4%E3%82%A2%E3%83%8A%E3%83%83%E3%82%AF%20%E8%A5%BF%E6%97%A5%E6%9A%AE%E9%87%8C%E9%A7%85
breadworks 表参道,35.66303,139.712393,미나토구,表参道駅,빵,2026,3.76,1510,https://tabelog.com/tokyo/A1306/A130602/13148002/,https://www.google.com/maps/search/?api=1&query=breadworks%20%E8%A1%A8%E5%8F%82%E9%81%93%20%E8%A1%A8%E5%8F%82%E9%81%93%E9%A7%85
ベーカリー バンク,35.681849,139.778756,주오구,茅場町駅,빵,2026,3.68,1099,https://tabelog.com/tokyo/A1302/A130203/13279852/,https://www.google.com/maps/search/?api=1&query=%E3%83%99%E3%83%BC%E3%82%AB%E3%83%AA%E3%83%BC%20%E3%83%90%E3%83%B3%E3%82%AF%20%E8%8C%85%E5%A0%B4%E7%94%BA%E9%A7%85
ベッカライ・ブロートハイム,35.634971,139.64474,세타가야구,桜新町駅,빵,2026,3.75,890,https://tabelog.com/tokyo/A1317/A131707/13001529/,https://www.google.com/maps/search/?api=1&query=%E3%83%99%E3%83%83%E3%82%AB%E3%83%A9%E3%82%A4%E3%83%BB%E3%83%96%E3%83%AD%E3%83%BC%E3%83%88%E3%83%8F%E3%82%A4%E3%83%A0%20%E6%A1%9C%E6%96%B0%E7%94%BA%E9%A7%85
メゾン ランドゥメンヌ 麻布台,35.660862,139.73837,미나토구,六本木一丁目駅,빵,2026,3.77,1650,https://tabelog.com/tokyo/A1307/A130701/13180316/,https://www.google.com/maps/search/?api=1&query=%E3%83%A1%E3%82%BE%E3%83%B3%20%E3%83%A9%E3%83%B3%E3%83%89%E3%82%A5%E3%83%A1%E3%83%B3%E3%83%8C%20%E9%BA%BB%E5%B8%83%E5%8F%B0%20%E5%85%AD%E6%9C%AC%E6%9C%A8%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85
小麦と酵母 濱田家 三軒茶屋本店,35.642956,139.666832,세타가야구,西太子堂駅,빵,2026,3.75,1107,https://tabelog.com/tokyo/A1317/A131706/13005398/,https://www.google.com/maps/search/?api=1&query=%E5%B0%8F%E9%BA%A6%E3%81%A8%E9%85%B5%E6%AF%8D%20%E6%BF%B1%E7%94%B0%E5%AE%B6%20%E4%B8%89%E8%BB%92%E8%8C%B6%E5%B1%8B%E6%9C%AC%E5%BA%97%20%E8%A5%BF%E5%A4%AA%E5%AD%90%E5%A0%82%E9%A7%85
ブランジュリー パリの空の下,35.642176,139.659954,세타가야구,若林駅,빵,2026,3.71,340,https://tabelog.com/tokyo/A1317/A131709/13100024/,https://www.google.com/maps/search/?api=1&query=%E3%83%96%E3%83%A9%E3%83%B3%E3%82%B8%E3%83%A5%E3%83%AA%E3%83%BC%20%E3%83%91%E3%83%AA%E3%81%AE%E7%A9%BA%E3%81%AE%E4%B8%8B%20%E8%8B%A5%E6%9E%97%E9%A7%85
TOLO PAN TOKYO,35.650132,139.685533,메구로구,池尻大橋駅,빵,2026,3.76,1277,https://tabelog.com/tokyo/A1317/A131705/13093803/,https://www.google.com/maps/search/?api=1&query=TOLO%20PAN%20TOKYO%20%E6%B1%A0%E5%B0%BB%E5%A4%A7%E6%A9%8B%E9%A7%85
カトレア,35.687057,139.798197,고토구,森下駅,빵,2026,3.74,1332,https://tabelog.com/tokyo/A1312/A131201/13002996/,https://www.google.com/maps/search/?api=1&query=%E3%82%AB%E3%83%88%E3%83%AC%E3%82%A2%20%E6%A3%AE%E4%B8%8B%E9%A7%85
ラ ブティック ドゥ ジョエル・ロブション 丸の内ブリックスクエア店,35.678384,139.762584,지요다구,二重橋前駅,빵,2026,3.79,2201,https://tabelog.com/tokyo/A1302/A130201/13096409/,https://www.google.com/maps/search/?api=1&query=%E3%83%A9%20%E3%83%96%E3%83%86%E3%82%A3%E3%83%83%E3%82%AF%20%E3%83%89%E3%82%A5%20%E3%82%B8%E3%83%A7%E3%82%A8%E3%83%AB%E3%83%BB%E3%83%AD%E3%83%96%E3%82%B7%E3%83%A7%E3%83%B3%20%E4%B8%B8%E3%81%AE%E5%86%85%E3%83%96%E3%83%AA%E3%83%83%E3%82%AF%E3%82%B9%E3%82%AF%E3%82%A8%E3%82%A2%E5%BA%97%20%E4%BA%8C%E9%87%8D%E6%A9%8B%E5%89%8D%E9%A7%85
パン焼き工房そーせーじ,35.703549,139.606855,스기나미구,西荻窪駅,빵,2026,3.71,499,https://tabelog.com/tokyo/A1319/A131907/13057538/,https://www.google.com/maps/search/?api=1&query=%E3%83%91%E3%83%B3%E7%84%BC%E3%81%8D%E5%B7%A5%E6%88%BF%E3%81%9D%E3%83%BC%E3%81%9B%E3%83%BC%E3%81%98%20%E8%A5%BF%E8%8D%BB%E7%AA%AA%E9%A7%85
ミカヅキ堂,35.645236,139.669662,세타가야구,三軒茶屋駅,빵,2026,3.73,947,https://tabelog.com/tokyo/A1317/A131706/13197762/,https://www.google.com/maps/search/?api=1&query=%E3%83%9F%E3%82%AB%E3%83%85%E3%82%AD%E5%A0%82%20%E4%B8%89%E8%BB%92%E8%8C%B6%E5%B1%8B%E9%A7%85
ブーランジェリー スドウ,35.643787,139.654906,세타가야구,松陰神社前駅,빵,2026,3.85,1371,https://tabelog.com/tokyo/A1317/A131709/13098861/,https://www.google.com/maps/search/?api=1&query=%E3%83%96%E3%83%BC%E3%83%A9%E3%83%B3%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%BC%20%E3%82%B9%E3%83%89%E3%82%A6%20%E6%9D%BE%E9%99%B0%E7%A5%9E%E7%A4%BE%E5%89%8D%E9%A7%85
ゴントラン シェリエ 東京青山店,35.662801,139.709485,시부야구,表参道駅,빵,2026,3.74,1146,https://tabelog.com/tokyo/A1306/A130602/13260920/,https://www.google.com/maps/search/?api=1&query=%E3%82%B4%E3%83%B3%E3%83%88%E3%83%A9%E3%83%B3%20%E3%82%B7%E3%82%A7%E3%83%AA%E3%82%A8%20%E6%9D%B1%E4%BA%AC%E9%9D%92%E5%B1%B1%E5%BA%97%20%E8%A1%A8%E5%8F%82%E9%81%93%E9%A7%85
アルチザン・ブーランジェ・クピド,35.60347,139.673889,세타가야구,奥沢駅,빵,2026,3.77,857,https://tabelog.com/tokyo/A1317/A131711/13035704/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%AB%E3%83%81%E3%82%B6%E3%83%B3%E3%83%BB%E3%83%96%E3%83%BC%E3%83%A9%E3%83%B3%E3%82%B8%E3%82%A7%E3%83%BB%E3%82%AF%E3%83%94%E3%83%89%20%E5%A5%A5%E6%B2%A2%E9%A7%85
BURDIGALA TOKYO,35.681232,139.76702,지요다구,東京駅,빵,2026,3.75,2891,https://tabelog.com/tokyo/A1302/A130201/13044260/,https://www.google.com/maps/search/?api=1&query=BURDIGALA%20TOKYO%20%E6%9D%B1%E4%BA%AC%E9%A7%85
